title,price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
"""Chính Chủ"" Bán Gấp Căn 2PN khu Emerald, Full nội thất, Giá: 3.140 tỷ. - 118972986","3,14 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","49,06 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,64 m²,Căn góc
CHỦ GỬI BÁN 2PN 55M2 NTCB  Ở SAIGON GATEWAY GẦN NGÃ TƯ THỦ ĐỨC - 119903791,"1,95 tỷ","Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh","35,45 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,55 m²,
cần bán gấp cc 336/9A phan Văn trị lầu trệt để đi định cư - 118969788,"3,45 tỷ","336/9A, Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","62,73 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,55 m²,
𝐁𝐚́𝐧 𝐂𝐚̆𝐧 𝐡𝐨̣̂ Layout : 79m² Giai Đoạn 2 - Giá đẹp - 119903711,"3,66 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","46,33 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,79 m²,
Bán căn hộ 80m2 | 2PN 2WC ban công | hướng Đông Bắc - 119182133,"3,633 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","45,42 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
"căn hộ Homyland Riverside, ở liền quận 2, nhà mới 100%, có hỗ trợ vay - 113631027","4,8 tỷ","Bình Trưng Tây, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh","50,53 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,95 m²,Căn góc
CHUNG CƯ 3 PHÒNG NGỦ DỰ ÁN LUCKY DRAGON FULL NỘI THẤT - 119903584,"4,1 tỷ","Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","46,59 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,88 m²,Căn góc
"🌟 Bán Gấp Căn Hộ 2PN+2WC khu Emerald, Giá: 3.140 tỷ, Nội thất cao cấp. - 115791848","3,14 tỷ",N1,"49,06 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,64 m²,Căn góc
Bán căn hộ 2PN tầng trung 55m2 Giá 1.950 tỷ ngay ngã 4 Thủ Đức - 117904499,"1,95 tỷ","Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh","35,45 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,55 m²,
🍄‍🟫🍄‍🟫 BÁN CĂN GÓC LOVERA VISTA KHANG ĐIỀN 2PN 2 WC 💰 2.45 TỶ - 119903427,"2,45 tỷ","KDC Phong Phú 4, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","34,03 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,72 m²,Căn góc
Bán CH Him Lam Chợ Lớn 2PN 2 WC 86m3 Có Sổ - 119903242,"3,75 tỷ","11, Phường 11, Quận 6, Tp Hồ Chí Minh","43,60 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,86 m²,Căn góc
Bán CH City Gate Võ Văn Kiệt P16 Q8 2PN-3PN - 119903203,"2,3 tỷ","Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","31,94 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,72 m²,Căn góc
"Bán gấp Ruby 2PN-2WC (68m2) Đã có sổ, gió lộng chỉ 2,950 Tỷ - 119903161","2,95 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","43,38 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,68 m²,
Bán CH Diamond Riverside Vo Văn Kiệt  P16 Q8 2PN-3PN - 119903144,"2,55 tỷ","Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","34,93 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,73 m²,Căn góc
"Bán căn hộ Estella  có sân vườn dt188m2, 3pn, sh, giá 14 tỷ - 119903132","11,3 tỷ","Xa Lộ Hà Nội, Phường An Phú, Quận 2, Tp Hồ Chí Minh","76,35 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,148 m²,
Căn hộ MT Eastmark 2PN Tầng 18 View Sông CB Bàn Giao Nhận Sổ - 117981624,"2,55 tỷ","Đường Trường Lưu, Phường Long Trường, TP Thủ Đức, TP HCM, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","34,74 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,73.4 m²,
Bán căn góc 3 phòng ngủ chung cư Huỳnh Văn chính Giá siêu rẻ - 118840387,"1,69 tỷ","Đường Huỳnh Văn Chính, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","25,61 triệu/m²",3 phòng,1 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,66 m²,
CĂN HỘ AN GIA GARDEN 50M² 1PN 1WC SỔ HỒNG Giá 2.5TỶ - 119902720,"2,52 tỷ","295, Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","50,40 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,50 m²,
Bán GẤP căn hộ Oriental Plaza 104m² 2PN 2WC Giá 4.15Tỷ - 119902528,"4,15 tỷ","Số 685, Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","39,90 triệu/m²",2 phòng,2 phòng,Đông Nam,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,104 m²,Căn góc
căn hộ sổ hồng 1pn 1wc Q7 FULL Cao cấp - 119902307,"1,74 tỷ","Đường số 15, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","34,12 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,51 m²,
"Căn góc 3 phòng ngủ, 147m2, nhà đẹp giá 7ty7 tại Sunrise City quận 7 - 119902166","7,7 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","52,38 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,147 m²,Căn góc
"Bán căn góc AKARI (AK8-014.06) rất đẹp, view hồ bơi, 2pn,2wc, 80m2 - 119819181","4,05 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","50,62 triệu/m²",2 phòng,2 phòng,Nam,Chưa bàn giao,Bắc,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,80 m²,Căn góc
"Bán Office-tel căn hộ Lavida ngay Phú Mỹ Hưng, Q.7 chỉ 1,69 tỷ/36,9m2 - 119902040","1,69 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","45,80 triệu/m²",1 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Officetel,Hoàn thiện cơ bản,36.9 m²,
VINHOMES CENTRAL PARK 3PN CÓ KHÔNG GIAN CỰC KỲ ĐẸP 😍😍 - 119902028,"10,5 tỷ","208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","88,98 triệu/m²",3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,118 m²,
"Căn góc 99M2, ban công đón gió, giá 5TY tại Sunrise Cityview, quận 7 - 119902014",5 tỷ,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","50,51 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Chung cư,Nội thất cao cấp,99 m²,Căn góc
CĂN HỘ VINHOMES CENTRAL PARK CHUYỂN NHƯỢNG - 119901866,"11,5 tỷ","208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","99,14 triệu/m²",3 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,116 m²,
🔥LUMIÈRE'S RIVERSIDE - THẢO ĐIỀN - 119901683,"8,3 tỷ","628A mặt tiền đường Xa Lộ Hà Nội (Liền kề Masteri An Phú), thuộc Phường An Phú, Quận 2, thành phố Hồ Chí Minh., Phường An Phú, Quận 2, Tp Hồ Chí Minh","103,75 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
BÁN NGAY CĂN HỘ 2PN Ở Q7 ECO GREEN GIÁ 3.6 TỶ CÓ NỘI THẤT SIU SỊN - 119901622,"3,6 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","52,94 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
"For Sale: 3-Bedroom Apartment in Q2 Thao Dien Saigon River View, - 119901565","17,5 tỷ","Võ Trường Toản, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh","156,25 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,112 m²,
[Q7BOULEVARD] 2PN 1WC 57M2 Nhà mới 100% chưa cho thuê; view ngoài - 119901431,2 tỷ,"Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","35,09 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Chung cư,,57 m²,
Bán GẤP căn hộ Celadon City - Khu Ruby 80m² 3PN 2WC Giá 3.5Tỷ - 119901422,"3,5 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","43,75 triệu/m²",3 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,80 m²,
VINHOMES CENTRAL PARK 2 PHÒNG NGỦ SIÊU PHẨM - 119901251,"10,3 tỷ","208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","122,62 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,84 m²,
BÁN GẤP CĂN HỘ SKY89 2PN2WC FULL NỘI THẤT GIÁ SIÊU TỐT - 119901141,"4,12 tỷ","89, Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","57,22 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,72 m²,
CĂN HỘ 3 PHÒNG NGỦ CHUYỂN NHƯỢNG - 119901018,"13,2 tỷ","208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","122,22 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,108 m²,
"Cần bán căn hộ 3PN tại The Sun Avenue - View Sông siêu đẹp, Giá tốt. - 119900980",6 tỷ,"Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh","62,50 triệu/m²",3 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,96 m²,Căn góc
"Chung cư Phú Lợi P7 Q8 2PN 80,7m2 SHR lâu dài, gần Chợ Phú Lợi 2 - 119900855","2,8 tỷ",Đường Phạm Thế Hiển,"34,70 triệu/m²",2 phòng,2 phòng,Đông Nam,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,80.7 m²,
Căn Centana TT Q2 mặt tiền Mai chí Thọ 1PN 43m2 giá 2 tỷ 2 có HĐ thuê - 119386118,"2,2 tỷ","Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh","51,16 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,43 m²,
Sở hữu căn hộ 2PN nằm cạnh Phú Mỹ Hưng - nhận nhà ở ngay - 119817229,"2,6 tỷ","Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","47,27 triệu/m²",2 phòng,1 phòng,Đông Bắc,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,55 m²,
Cần Bán Nhanh 2Pn 2Wc Tặng Full Nội Thất Mua Ở Ngay - 119327848,"2,37 tỷ","Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","36,46 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,65 m²,
Cần Thanh Lý Gấp Căn Góc 70m2 2Pn 2Wc Lovera Vista Sổ Hồng Riêng - 119312829,"2,35 tỷ","Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","33,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,70 m²,
Cập Nhật Giỏ Hàng Chuyển Nhượng 1-2-3Pn Lovera Vistsa Sổ Hồng Sẳn - 119312637,"1,95 tỷ","Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","37,50 triệu/m²",1 phòng,,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,52 m²,
Dự Án Được Bình Chọn Có Kiến Trúc Đẹp Nhất Việt Nam - CitiGrand - 119900527,"2,8 tỷ","Cát Lái, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","46,67 triệu/m²",2 phòng,,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,60 m²,
Cập Nhật Giá Thị Trường T9/2024 Vinhomes Grand Park Q9 - 119412663,"1,4 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","35,90 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,39 m²,
"Cần tiền bán lỗ vốn căn 57m2 2pn 2wc giá 1,425 tỉ bao thuế phí - 119376444","1,425 tỷ","Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",25 triệu/m²,2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,57 m²,
Chỉ Từ 260tr sở hữu căn hộ đối diện Vincom Mega Mall - 119899724,"3,392 tỷ","Nguyễn Xiển, Phường Long Bình, Quận 9, Tp Hồ Chí Minh","62,94 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,53.9 m²,
"Sang nhượng căn hộ B1.10.03 Lavida Plus quận 7 ở ngay chỉ 1,97 tỷ - 119899590","1,97 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","53,24 triệu/m²",1 phòng,,,Đã bàn giao,,Đang chờ sổ,Officetel,Hoàn thiện cơ bản,37 m²,
ĐẠI DIỆN PKD DLUSSO BÁN CĂN 2PN GIÁ 4 TỶ (CÓ THƯƠNG LƯỢNG GIÁ) - 119899530,4 tỷ,"Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh","59,70 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,67 m²,
"Giỏ hàng căn góc 2 - 3 PN ở Sunview Town,ngay chợ đầu mối Thủ Đức,QL13 - 119427848","2,12 tỷ","Đường Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","30,72 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,69 m²,Căn góc
"Bán gấp căn hộ 2PN 2WC ngay quốc lộ 13, gần chợ đầu mối Thủ Đức - 119434442","1,85 tỷ","Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","32,46 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,57 m²,
Cần bán chung cư 55m2 quận 1 - 118077455,"2,5 tỷ",Đường Cống Quỳnh,"45,45 triệu/m²",1 phòng,1 phòng,Đông,Đã bàn giao,Tây Bắc,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,55 m²,
"CÓ SẴN HĐ THUÊ, PHÙ HỢP MUA ĐẦU TƯ CĂN 3PN 5.2TỶ 80M2 ECO GREEN - 119899246","5,2 tỷ","Đường Nguyễn Văn Linh, Phường Tân Thuận Tây,  Quận 7, Hồ Chí Minh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",65 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
MUA NGAY ECO GREEN 2PN 3.6TỶ NHÀ CÓ NT MỚI ĐẸP - 119899079,"3,6 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","51,43 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
BÁN CĂN HỘ EHOMES NAM SÀI GÒN KHU DÂN CƯ MIZUKI - 117640944,"1,6 tỷ","1, Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","26,67 triệu/m²",2 phòng,2 phòng,Đông Nam,Đã bàn giao,Tây Nam,Đang chờ sổ,Chung cư,Hoàn thiện cơ bản,60 m²,
Bán Căn hộ 2PN Chung Cư Carillon 7 TÂN PHÚ - SỔ HỒNG LÂU DÀI - 119898966,"3,455 tỷ","33 Lương Minh Nguyệt, Tân Thới Hòa, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","48,59 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,71.1 m²,
"Bán căn hộ 3PN, 2WC, 87m2, Full nội thất. Giá 5.5 tỷ. Eco Green Q7 - 116080397","5,5 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","63,22 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,,
Căn Hộ Chung cư Carillon 7 Tân Phú. 2PN Hướng Đông View Đầm Sen.3.1xtỷ - 111695684,"3,199 tỷ","33, Tân Thới Hòa, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","48,47 triệu/m²",2 phòng,1 phòng,Bắc,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,66 m²,
THÁNG NÀY! CHỦ CẦN BÁN NHANH CĂN 2PN GIÁ 2.2 TỶ (CÓ THƯƠNG LƯỢNG GIÁ) - 119898579,"2,2 tỷ","Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh","31,43 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
GIÁ RẤT TỐT 3PN Q7 RIVERSIDE EM BÁN 3.9TỶ VIEW LM + SÔNG - 119898515,"3,9 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","45,35 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,86 m²,
"Bán căn hộ 02 phòng ngủ 74m Luxcity 528 Huỳnh Tấn Phát, Q7 GIÁ 3,2 Tỷ - 117555009","3,2 tỷ","528, Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","45,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,70 m²,
Bán Studio Glory Heights đối diện Vincom giá chỉ 1.61 tỷ có hỗ trợ vay - 119897979,"1,61 tỷ","Nguyễn Xiển, Phường Long Bình, Quận 9, Tp Hồ Chí Minh",46 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,35 m²,
"Bán căn 1PN siêu đẹp 2 cửa sổ view landmark 81, có nội thất - 119897840","1,88 tỷ","Số 9A, đường Thạnh Xuân 13, phường Thạnh Xuân, Quận 12, TP.HCM, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","38,37 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,49 m²,
CHỦ CẦN VỐN BÁN CĂN HỘ  2PN CHUNG CƯ LOVERA VISTA. - 119897793,"2,3 tỷ","Đường Trịnh Quang Nghị, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","35,38 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,65 m²,
Bán 1PN Glory Heights 46m giá 2.23 tỷ trả trước 30% nhận nhà thuê 7tr - 119897765,"2,23 tỷ","Nguyễn Xiển, Phường Long Bình, Quận 9, Tp Hồ Chí Minh","48,48 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,46 m²,Căn góc
Bán 2 phòng ngủ Glory Heights giá chỉ 2.4 tỷ hỗ trợ vay 70% miễn lãi - 119897660,"2,421 tỷ","Nguyễn Xiển, Phường Long Bình, Quận 9, Tp Hồ Chí Minh","41,03 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,59 m²,Căn góc
Bán 3PN Glory Heights view hồ bơi trả giãn 1%/tháng vay 70% miên lãi - 119897548,"3,917 tỷ","Nguyễn Xiển, Phường Long Bình, Quận 9, Tp Hồ Chí Minh","48,36 triệu/m²",3 phòng,2 phòng,Đông Nam,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,81 m²,Căn góc
"Bán căn hộ Luxcity 70m Huỳnh Tấn Phát Q.7 nhà mới giá chỉ 3,140 tỷ - 119380791","3,14 tỷ","528, Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","44,86 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,70 m²,
CHUNG CƯ THÁI AN TRUNG MỸ TÂY Q12 SHR 75M2 CĂN GÓC - 119072256,"1,95 tỷ","Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",26 triệu/m²,2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,75 m²,Căn góc
"Chợ Tốt - Website Mua Bán, Rao Vặt Trực Tuyến Hàng Đầu Của Người Việt - Chợ Tốt",,,,,,,,,,,,,
"Bán căn hộ Picity High Park, đẹp, ngay Gò Vấp, 2.2 tỷ có nội thất - 119434202","2,2 tỷ","Số 9A, đường Thạnh Xuân 13, phường Thạnh Xuân, Quận 12, TP.HCM, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","37,93 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,58 m²,
Cần bán căn hộ Saigonres Plaza 2PN - 3PN giá *** - 119897040,"3,2 tỷ","79-81, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","45,07 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,71 m²,
"Chợ Tốt - Website Mua Bán, Rao Vặt Trực Tuyến Hàng Đầu Của Người Việt - Chợ Tốt",,,,,,,,,,,,,
Thanh toán 400tr sở hữu ngay căn studio View nội khu cách Vincom 50m - 119896850,"1,792 tỷ","Nguyễn Xiển, Phường Long Bình, Quận 9, Tp Hồ Chí Minh","59,73 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Officetel,,30 m²,
"Căn góc 2PN2WC + Vinhomes Q9 đã có sổ hồng, chỉ 2tỷ750 bao hết - 119896660","2,75 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","39,86 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,69 m²,
Căn shop 151m2 Green River Q8 1 trệt 1 lầu 2PN 3WC đã có sổ hồng riêng - 119896578,"4,9 tỷ","Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","32,45 triệu/m²",2 phòng,,Đông Nam,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,151 m²,Căn góc
"BÁN CĂN 2PN Q7 RIVERSIDE 2.65TỶ CÓ NT SẴN, VIEW XỊN - 119896562","2,65 tỷ","Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","38,97 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
THỜI ĐIỂM TỐT MUA ĐẦU TƯ CĂN 3PN 87M2 5.4TỶ Ở ECO GREEN - 119896505,"5,4 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","62,07 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
BÁN NGAY CĂN HỘ ECO GREEN 3PN CÓ 80M2 5.2TY VÀO Ở NGAY ĐƯỢC - 119896467,"5,2 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",65 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
BÁN LẸ CH Q7 RIVERSIDE 2PN Ở Q7 2.6TỶ CÓ NT XỊN - 119896404,"2,6 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","38,24 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
