price,address,price_m2,direction,property_legal_document,commercial_type,furnishing_sell,size
"1,10 tỷ","Ngay Trung Tâm Aeon Tân Phú, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,75 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,400 m²
86 tỷ,"Đường Bình Quới, Phường 28, Quận Bình Thạnh, Tp Hồ Chí Minh","35,83 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,2400 m²
"11,50 tỷ","Đường Lê Văn Sỹ, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","201,75 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,57 m²
45 tỷ,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","86,04 triệu/m²",,Đang chờ sổ,Shophouse,,523 m²
38 tỷ,"Trương Văn Bang, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","237,50 triệu/m²",Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,160 m²
21 tỷ,"Thăn văn nhiếp, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","181,03 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,116 m²
5 tỷ,"Đường Tân Thới Nhất 5, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",50 triệu/m²,Đông,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100 m²
"5,55 tỷ","Nguyễn Thành Vĩnh, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",74 triệu/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,75 m²
"17,50 tỷ","Đường Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","116,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,150 m²
"10,30 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","141,10 triệu/m²",Tây Bắc,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,73 m²
"8,71 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","119,34 triệu/m²",Tây Bắc,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,73 m²
"13,07 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","179,03 triệu/m²",Đông Nam,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,73 m²
"12,25 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","137,65 triệu/m²",Đông Nam,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,89 m²
120 tỷ,"287, Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","352,94 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,340 m²
298 triệu,"Đường Nguyễn Trãi, Phường 14, Quận 5, Tp Hồ Chí Minh","1,91 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,156 m²
"4,93 tỷ","Mặt Tiền Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","73,58 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,67 m²
50 tỷ,"Đường Nguyễn Công Hoan, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","233,10 triệu/m²",,Đã có sổ,Officetel,Nội thất cao cấp,214.5 m²
18 triệu,"Ngay Nguyễn Thế Truyện, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",180.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,100 m²
"9,39 tỷ","Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","110,47 triệu/m²",,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,85 m²
"2,50 tỷ",đường số 6,"55,56 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,45 m²
"7,90 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","50,64 triệu/m²",Đông Nam,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,156 m²
90 tỷ,"122, Đường Phạm Văn Sáng, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","27,82 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,3235 m²
20 triệu,"1344A , Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",666.666 đ/m²,Đông,Giấy tờ khác,Mặt bằng kinh doanh,,30 m²
"8,15 tỷ","Đường số 8, Đường Chu Văn An, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","189,53 triệu/m²",Tây,Đã có sổ,Mặt bằng kinh doanh,,43 m²
700 triệu,"D4, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","2,21 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,317 m²
"5,20 tỷ","Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","34,44 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,151 m²
25 tỷ,"Quốc Lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","178,57 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,140 m²
28 tỷ,"Quốc Lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",200 triệu/m²,,Đang chờ sổ,Mặt bằng kinh doanh,,140 m²
"17,50 tỷ","Quốc Lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","171,57 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,102 m²
23 tỷ,"Đường Lam Sơn, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","182,54 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,126 m²
"2,70 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","37,50 triệu/m²",,Đã có sổ,Shophouse,,72 m²
150 triệu,"Nguyễn Thế Truyện, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",524.475 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,286 m²
780 triệu,"ql22, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",6 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,130 m²
30 tỷ,"Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","178,91 triệu/m²",,Đang chờ sổ,Shophouse,,167.68 m²
24 triệu,"Nguyễn Thái Bình, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",218.181 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,110 m²
18 triệu,"Xxx, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",200.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,90 m²
80 tỷ,"Đường Vành Đai Trong, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","133,33 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,600 m²
38 tỷ,"Đường Vành Đai Trong, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",190 triệu/m²,Đông,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200 m²
"17,50 tỷ","Đường số 10, Phường 13, Quận 6, Tp Hồ Chí Minh","190,22 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,92 m²
"3,60 tỷ","Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","83,72 triệu/m²",Đông Bắc,Đang chờ sổ,Officetel,Hoàn thiện cơ bản,43 m²
"10,50 tỷ","Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",150 triệu/m²,Đông Bắc,Đã có sổ,Văn phòng,Nội thất đầy đủ,70 m²
"16,50 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","85,94 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,192 m²
26 tỷ,"Đường Thăng Long, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",208 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,125 m²
"37,20 tỷ","Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","205,52 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,181 m²
"16,50 tỷ","Đường Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","80,10 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,206 m²
12 tỷ,"Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",75 triệu/m²,,Đã có sổ,Officetel,,160 m²
"2,85 tỷ","0969229932, Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","71,25 triệu/m²",,Đã có sổ,Văn phòng,,40 m²
4 tỷ,"Đường 52, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","57,14 triệu/m²",,Đang chờ sổ,Mặt bằng kinh doanh,,70 m²
35 tỷ,"Đường Võ Văn Ngân, Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","163,55 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,214 m²
"10,60 tỷ","Đường Tân Lập 1, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",106 triệu/m²,,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,100 m²
26 tỷ,"Đường Thăng Long, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",208 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,125 m²
"15,50 triệu","Đường Ngô Thị Thu Minh, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",258.333 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,60 m²
"9,10 tỷ","Đường số 4, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","92,67 triệu/m²",,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,98.2 m²
"15,50 tỷ","Đường Phạm Văn Chiêu, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","121,44 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,127.64 m²
"21,50 tỷ","Đường Nguyễn Thế Lộc, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","262,20 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,82 m²
38 tỷ,An Phú Đông 3,"42,70 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,890 m²
23 tỷ,"Đường Khiếu Năng Tĩnh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","178,29 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,129 m²
"15,50 tỷ","Tân Hiệp, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","38,75 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,400 m²
650 triệu,"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","1,63 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,400 m²
565 triệu,"Đường Đinh Bộ Lĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","3,53 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,160 m²
12 tỷ,"Đường Song Hành Quốc Lộ 22, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","88,89 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,135 m²
"21,80 tỷ","Đường Nguyễn Kiệm, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","247,73 triệu/m²",,Đã có sổ,Văn phòng,Nội thất cao cấp,88 m²
"21,50 tỷ","Đường Nguyễn Hữu Cảnh, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh","405,66 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,53 m²
"17,50 tỷ","Đường Lạc Long Quân, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh","257,35 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,68 m²
22 triệu,"Xxx, Phường 10, Quận 6, Tp Hồ Chí Minh",244.444 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,90 m²
300 triệu,"Xxx, Phường 10, Quận 6, Tp Hồ Chí Minh","3,33 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,90 m²
"15,20 tỷ","Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",152 triệu/m²,Nam,Đã có sổ,Mặt bằng kinh doanh,,100 m²
"5,45 tỷ","Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","31,47 triệu/m²",,Giấy tờ khác,Shophouse,,173 m²
"9,20 tỷ","Đường Kênh 19 Tháng 5, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,92 m²
61 tỷ,"Đường Trần Khánh Dư, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","303,48 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,201 m²
36 triệu,"Xxx, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh",240.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,150 m²
650 triệu,"Đường Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,350 m²
"13,50 tỷ","Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","105,47 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,128 m²
"25,90 tỷ","Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","131,47 triệu/m²",,Đã có sổ,Văn phòng,,197 m²
865 triệu,"Đường Trần Thị Năm, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","2,88 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
650 triệu,"Đường Trần Thị Năm, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,350 m²
280 triệu,"Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","1,27 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,220 m²
"1,02 tỷ","Gần Aone, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,55 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,400 m²
"1,40 tỷ","Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","4,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
164 triệu,"Đường Số 35, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh",410.000 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,400 m²
630 triệu,"Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","1,26 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,500 m²
"1,10 tỷ","Đường Số 51, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,14 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,350 m²
"1,45 tỷ","Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","2,90 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,500 m²
"1,10 tỷ","Đường Đặng Văn Bi, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,40 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,250 m²
570 triệu,"Đường Phạm Ngũ Lão, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","2,39 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,238 m²
270 triệu,"Lien Phương, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,120 m²
2 tỷ,"Đường Phạm Văn Bạch, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","2,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,700 m²
"6,35 tỷ","Đường Số 475, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",48 triệu/m²,Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,132.3 m²
"12,50 tỷ","Đường 385, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","65,79 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,190 m²
"13,50 tỷ","Đường Man Thiện, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","119,47 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,113 m²
"21,80 tỷ","Đường Trương Văn Hải, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","54,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,400 m²
8 triệu,"Đường 204 Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",228.571 đ/m²,Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,35 m²
14 tỷ,"Đường Bảy Tấn, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","10,42 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,1344 m²
"3,10 tỷ","Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","59,62 triệu/m²",,Đã có sổ,Shophouse,,52 m²
17 tỷ,"Đường Tỉnh lộ 8, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",17 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,1000 m²
17 triệu,"Đường Lớn, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",212.500 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,80 m²
"17,50 tỷ","Đường C18, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","213,41 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,82 m²
8 tỷ,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","42,11 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,190 m²
"10,79 tỷ","Ba Vân , Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","143,87 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,75 m²
35 tỷ,"Đường Võ Văn Bích, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","8,75 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,4000 m²
"34,50 tỷ","Số nhà 1074,ấp 5  ., Đường Quốc Lộ 50, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","49,29 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,700 m²
32 triệu,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",290.909 đ/m²,Đông Nam,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,110 m²
100 triệu,"1168/1A, Đường Trường Sa, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh","2,50 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,40 m²
"13,80 tỷ",Tống Văn Hên,"26,54 triệu/m²",Tây Nam,Đã có sổ,Văn phòng,Nội thất đầy đủ,520 m²
"13,90 tỷ","7A, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",139 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
10 tỷ,"Đường Trương Văn Thành, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","83,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,120 m²
"13,50 tỷ","Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","146,74 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,92 m²
200 triệu,"Đường Trần Văn Quang, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","13,33 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Hoàn thiện cơ bản,15 m²
"7,36 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","109,52 triệu/m²",,Giấy tờ khác,Shophouse,,67.2 m²
"8,89 triệu","Đường Đồng Xoài, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",59.259 đ/m²,Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,150 m²
986 triệu,"Đường Hòa Bình, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,97 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,500 m²
8 tỷ,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","82,47 triệu/m²",Tây Nam,Đang chờ sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,97 m²
370 triệu,"Ngay sát Dê Núi Đức Hùng 12 (quán nhậu nổi tiếng khu vực), Đường Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",370.000 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,1000 m²
"7,80 tỷ","Đường Lê Thị Ngay, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",39 triệu/m²,Tây,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200 m²
350 triệu,"Số 2, Đường Nguyễn Bá Huân, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,07 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,114 m²
550 triệu,"241A , Tân Hoà Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",916.666 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,600 m²
180 triệu,"24, Đường Trần Hưng Đạo, Phường 1, Quận 5, Tp Hồ Chí Minh","3,46 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,52 m²
80 triệu,"Đường Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",666.666 đ/m²,Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,120 m²
110 triệu,"Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","1,10 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,100 m²
1 tỷ,"Đường Thái Văn Lung, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","33,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,30 m²
"10,50 tỷ","32, Đường Đại Lộ 3, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","119,32 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,,88 m²
4 triệu,"Đường Nguyễn Thị Xinh, Phường Thới An, Quận 12, Tp Hồ Chí Minh",133.333 đ/m²,Tây Bắc,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,30 m²
"12,50 tỷ","TA15, Phường Thới An, Quận 12, Tp Hồ Chí Minh","69,06 triệu/m²",Nam,Đã có sổ,Mặt bằng kinh doanh,,181 m²
